Model,Sampling Ratio,Precision,Recall,F1-score,Cohen's Kappa,ROC-AUC,PRC-AUC,Confusion Matrix
CatBoost,0.3,0.8543689320388349,0.6616541353383458,0.7457627118644067,0.7452627580715385,0.9667025159605158,0.6369169130673584,"[[59004    15]
 [   45    88]]"
CatBoost,0.2,0.8543689320388349,0.6616541353383458,0.7457627118644067,0.7452627580715385,0.942559405171802,0.5884963875200981,"[[59004    15]
 [   45    88]]"
CatBoost,0.1,0.8543689320388349,0.6616541353383458,0.7457627118644067,0.7452627580715385,0.9249570706617098,0.5905517637367398,"[[59004    15]
 [   45    88]]"
CatBoost,0.05,0.8478260869565217,0.5864661654135338,0.6933333333333332,0.6927684179909442,0.9171301659322912,0.6248796599373472,"[[59005    14]
 [   55    78]]"
CatBoost,0.01,0.0,0.0,0.0,0.0,0.9228883472851295,0.5822235041968491,"[[59019     0]
 [  133     0]]"
LightGBM,0.99,0.09478021978021978,0.518796992481203,0.1602787456445993,0.1570737309895195,0.8295944456271059,0.0633391600256058,"[[58360   659]
 [   64    69]]"
LightGBM,0.8,0.0,0.0,0.0,-0.0029480383839313173,0.29168986870164276,0.0030935738975790316,"[[58768   251]
 [  133     0]]"
LightGBM,0.5,0.0,0.0,0.0,-0.002192472328508055,0.3032417112521557,0.003097027832516507,"[[58893   126]
 [  133     0]]"
LightGBM,0.3,0.0026109660574412533,0.015037593984962405,0.004449388209121246,0.0006201545470737591,0.33889723546399675,0.0038077298875444122,"[[58255   764]
 [  131     2]]"
LightGBM,0.2,0.9166666666666666,0.6616541353383458,0.7685589519650655,0.7681218247680224,0.9746850351619912,0.6725637384926564,"[[59011     8]
 [   45    88]]"
LightGBM,0.1,0.8543689320388349,0.6616541353383458,0.7457627118644067,0.7452627580715385,0.9693564975316346,0.6329177036019579,"[[59004    15]
 [   45    88]]"
LightGBM,0.05,0.0,0.0,0.0,-0.0022013929861177672,0.2802188590471757,0.001962157143227508,"[[58892   127]
 [  133     0]]"
LightGBM,0.01,0.9137931034482759,0.39849624060150374,0.5549738219895287,0.5543652865951867,0.9353098600718234,0.5065256977516522,"[[59014     5]
 [   80    53]]"
LightGBM,0.005,0.0,0.0,0.0,0.0,0.5,0.0022484446848796322,"[[59019     0]
 [  133     0]]"
LightGBM,0.002,0.0,0.0,0.0,0.0,0.5,0.0022484446848796322,"[[59019     0]
 [  133     0]]"
LightGBM,0.001,0.0,0.0,0.0,0.0,0.5,0.0022484446848796322,"[[59019     0]
 [  133     0]]"
